category_id;category;image;name;description
Cheese;90;Dataset/Cheese/279.jpg;Tine kremost;Utvalgte varianter. 115 g. Fra 120,00/kg. 1 pk fra 19,50
Cheese;90;Dataset/Cheese/1083.jpg;Coop sf parmigiano reggiano;PR PK. 200 g Pr kg 337,50
Cheese;90;Dataset/Cheese/334.jpg;Tine kremost;125 g. Fra 120,00/kg. 1 stk 19,00
Cheese;90;Dataset/Cheese/337.jpg;Synnøve skivet gulost;150 g. Fra 133,33/kg. 1 pk 25,90
Cheese;90;Dataset/Cheese/1884.jpg;Babybel vqr toastost cheddar;PR PK. 200 g Pr kg 160,00
Cheese;90;Dataset/Cheese/643.jpg;Tine revet ost;PR PK. Original. 300 g Pr kg 129,67
Cheese;90;Dataset/Cheese/1158.jpg;Jarlsberg ost;Original. Skorpefri Pr kg
Cheese;90;Dataset/Cheese/690.jpg;Synnøve Finden gulost;Pr kg
Cheese;90;Dataset/Cheese/3805.jpg;Norvegia;Original. 830 g. Pr kg 72,17
Cheese;90;Dataset/Cheese/1030.jpg;Revet ost;300 g original, Tine, pr. kg 118,33
Cheese;90;Dataset/Cheese/1031.jpg;Cheddar & mozzarella revet;200 g Apetina, pr. kg 154,50
Cheese;90;Dataset/Cheese/1342.jpg;Jarlsberg;250 g skivet, Tine, pr. kg 146,80
Cheese;90;Dataset/Cheese/1345.jpg;Jarlsberg;250 g skivet, Tine, pr. kg 146,80
Cheese;90;Dataset/Cheese/1383.jpg;Dagens -gouda lagret, -gouda m/chili, -cheddar;100 g skivet, Eldorado, pr. kg 149,00
Cheese;90;Dataset/Cheese/1686.jpg;Dagens cheddar, skivet;100 g Eldorado, pr. kg 149,00
Cheese;90;Dataset/Cheese/1453.jpg;Jarlsberg;250 g skivet, Tine, pr. kg 146,80
Cheese;90;Dataset/Cheese/1456.jpg;Jarlsberg;250 g skivet, Tine, pr. kg 146,80
Cheese;90;Dataset/Cheese/1272.jpg;Dagens -gouda lagret, -gouda m/chili, -cheddar;100 g skivet, Eldorado, pr. kg 149,00
Cheese;90;Dataset/Cheese/780.jpg;Gran biraghi;Revet. 50 g. Pr pk.
Cheese;90;Dataset/Cheese/793.jpg;Philadelphia smøreost;Franske urter eller krydder. 115 g. Pr pk Pr kg 86,96. Ed k ronema r k ed
Cheese;90;Dataset/Cheese/3879.jpg;SYNNØVE NORSK GOUDA;Pr kg
Cheese;90;Dataset/Cheese/3899.jpg;Le grand rustique;Pr hg. Pr kg 199,00
Cheese;90;Dataset/Cheese/900.jpg;Gran biraghi;Revet. 50 g. Pr pk.
Cheese;90;Dataset/Cheese/913.jpg;Philadelphia smøreost;Franske urter eller krydder. 115 g. Pr pk Pr kg 86,96. Ed k ronema r k ed
Cheese;90;Dataset/Cheese/213.jpg;Tine Jarlsberg;Skorpefri. Pr kg
Cheese;90;Dataset/Cheese/215.jpg;Tine Norvegia paprika;400 g. Pr kg
Cheese;90;Dataset/Cheese/216.jpg;Tine naturell chevre;190 g. Pr kg 262,63
Cheese;90;Dataset/Cheese/217.jpg;Synnøve skivet gulost;285 g. Pr kg 124,64
Cheese;90;Dataset/Cheese/218.jpg;Philadelphia;Et utvalg. Fra 150 g. Pr kg fra 83,00
Cheese;90;Dataset/Cheese/219.jpg;Tine Norvegia ekstra velagret;Pr hg. Pr kg 179,00
Cheese;90;Dataset/Cheese/220.jpg;Tine camembert;150 g. Pr kg 199,33
Cheese;90;Dataset/Cheese/221.jpg;Tine selbu blå;150 g. Pr kg 199,33
Cheese;90;Dataset/Cheese/222.jpg;Jarlsberg;Skorpefri. Pr kg
Cheese;90;Dataset/Cheese/223.jpg;Apetina revet mozzarella;200 g. Pr kg 124,50
Cheese;90;Dataset/Cheese/224.jpg;Tine fyldig Norvegia;830 g. Pr kg 108,31
Cheese;90;Dataset/Cheese/225.jpg;Tine ridderost;285 g. Pr kg 175,09
Cheese;90;Dataset/Cheese/226.jpg;Tine nøkkelost;500 g. Pr kg
Cheese;90;Dataset/Cheese/227.jpg;Castello;Et utvalg. 150 g. Pr kg 166,00
Cheese;90;Dataset/Cheese/228.jpg;Mon ami brie;Pr hg. Pr kg 149,00
Cheese;90;Dataset/Cheese/229.jpg;Sancy bleu D. auvergne;Pr hg. Pr kg 199,00
Cheese;90;Dataset/Cheese/230.jpg;Coop smak forskjellen brie de meaux;Pr hg. Pr kg 199,00
Cheese;90;Dataset/Cheese/231.jpg;Fryd brie pepper;Pr hg. Pr kg 249,00
Cheese;90;Dataset/Cheese/232.jpg;Brie prieure;Pr hg. Pr kg 199,00
Cheese;90;Dataset/Cheese/541.jpg;Synnøve gulost;ord.pris 85,00/stk. 1 kg
Cheese;90;Dataset/Cheese/542.jpg;Synnøve gulost;1 kg. ord.pris 85,00/stk
Cheese;90;Dataset/Cheese/554.jpg;Brie de Paris;500g (119,80/kg)
Cheese;90;Dataset/Cheese/555.jpg;Mozzarella di bufala;125g, fersk (239,60/kg)
Cheese;90;Dataset/Cheese/556.jpg;Parmesan;Parmigiano reggiano, 250g (239,60/kg)
Cheese;90;Dataset/Cheese/557.jpg;Apetina revet;ord.pris 34,90/pos. 200g, lett (124,50/kg)
Cheese;90;Dataset/Cheese/560.jpg;Grovrevet gulost;ord.pris 39,90/pos. 220g, Synnøve (135,91/kg)
Cheese;90;Dataset/Cheese/362.jpg;Brie de Paris;
Cheese;90;Dataset/Cheese/3963.jpg;Mozzarella di bufala;pr hg. 125g, fersk (239,60/kg)
Cheese;90;Dataset/Cheese/390.jpg;Maasdam Landana;
Cheese;90;Dataset/Cheese/3983.jpg;Parmesan;Parmigiano reggiano, 250g (239,60/kg)
Cheese;90;Dataset/Cheese/2995.jpg;Camembert;Maxi bocage, fra ostedisken (239,00/kg). pr hg. ord.pris 45,90/hg
Cheese;90;Dataset/Cheese/1112.jpg;Jarlsberg ost;Original. Skorpefri Pr kg
Cheese;90;Dataset/Cheese/1119.jpg;Coop revet mozzarella/ kremost naturell;Fra 175 g. Pr kg fra 124,50
Cheese;90;Dataset/Cheese/452.jpg;Synnøve Finden gulost;Pr kg
Cheese;90;Dataset/Cheese/4060.jpg;Tine Norvegia;830 g. Pr kg 84,22
Cheese;90;Dataset/Cheese/566.jpg;fløtemysost;130 g. Skivet. Pr kg 153,08
Cheese;90;Dataset/Cheese/1552.jpg;Mini babybel;Bel Nordic, 120 g, 290,00 pr. kg
Cheese;90;Dataset/Cheese/1564.jpg;Norvegia;PR. KG. Tine, 69,00 pr. kg
Cheese;90;Dataset/Cheese/1505.jpg;Real cheddar burger cheese;REMA 1000, 150 g, 166,67 pr. kg
Cheese;90;Dataset/Cheese/1763.jpg;Gulost type gouda;Geia Food, 190,00 pr. kg
Cheese;90;Dataset/Cheese/1765.jpg;Mini brie kolonihagen;Geia Food, 150, 276,67 pr. kg
Cheese;90;Dataset/Cheese/1768.jpg;Blåmuggost kolonihagen;Geia Food, 125 g, 280,00 pr. kg
Cheese;90;Dataset/Cheese/5769.jpg;Synnøve Gulost;
Cheese;90;Dataset/Cheese/5814.jpg;Synnøve Gulost;
Cheese;90;Dataset/Cheese/6002.jpg;Apetina mozzarella revet;200 g Fra 125,00/kg. 27,50
Cheese;90;Dataset/Cheese/1206.jpg;Tine skivet ost;Utvalgte varianter. 120-150 g Fra 116,67/kg
Cheese;90;Dataset/Cheese/3796.jpg;Synnøve skivet ost;Cheddar og ekstra lett gulost. 200/180 g Fra 150,00/kg. fra 35,70
Cheese;90;Dataset/Cheese/5987.jpg;Gudbrandsdalsost/Fløtemysost;1.g, TINE00
Cheese;90;Dataset/Cheese/5990.jpg;Cottage Cheese mager;400g, TINE. 62,25/kg
Cheese;90;Dataset/Cheese/3706.jpg;Mozzarellasticks;250g, HOFF. 107,60/kg
Cheese;90;Dataset/Cheese/3710.jpg;Gräddost;380g, Tine. 105,00/kg
Cheese;90;Dataset/Cheese/3719.jpg;Blue Castello;150g. 166,00/kg
Cheese;90;Dataset/Cheese/3755.jpg;Gulost;1.g, Synnøve00
Cheese;90;Dataset/Cheese/7105.jpg;Cambozola;pr hg, Oluf Lorentzen. 299,00/kg
Cheese;90;Dataset/Cheese/1229.jpg;Revet;økonomipakke, 400g, Synnøve. 99,75/kg
Cheese;90;Dataset/Cheese/1245.jpg;Selbu Blå;150g, TINE. 199,33/kg
Cheese;90;Dataset/Cheese/740.jpg;Norzola;150 g, Tine 199,33/kg
Cheese;90;Dataset/Cheese/747.jpg;Revet ost;original, 300 g, Tine 129,67/kg
Beef;92;Dataset/Beef/259.jpg;Coop karbonadedeig;Av storfe. 5 % fett. 400 g. Fra 98,75/l. 44,90
Beef;92;Dataset/Beef/585.jpg;Gilde langtidsmørnet ytrefilet;Storfe. Skivet. Pr kg
Beef;92;Dataset/Beef/1172.jpg;Coop kjøttdeig;400 g. Pr kg 97,25
Beef;92;Dataset/Beef/705.jpg;Coop kjøttdeig;400 g. Pr kg 97,25
Beef;92;Dataset/Beef/1297.jpg;Flat iron steak;Pepperkrydret, Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1301.jpg;Mørbradfilet, hel, bit;Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1048.jpg;Kjøttdeig m/grønnsaker;300 g Folkets, pr. kg 99,75
Beef;92;Dataset/Beef/1331.jpg;Fårefilet chili & hvitløk;Folkets, pr. kg
Beef;92;Dataset/Beef/1366.jpg;Dagens mexicanburger;Folkets, pr. kg 163,33
Beef;92;Dataset/Beef/1367.jpg;Dagens baconburger;Folkets, pr. kg 163,33
Beef;92;Dataset/Beef/1378.jpg;Dagens burger beefburger, baconburger, sweet chiliburger, mexican burger;Folkets, pr. kg 163,33
Beef;92;Dataset/Beef/1654.jpg;Flat iron steak;Pepperkrydret, Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1655.jpg;Mørbrad, skiver;Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1656.jpg;Entrecote;Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1657.jpg;Mørbradfilet, hel;Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1658.jpg;Ytrefilet av storfe, skiver;Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1408.jpg;Flat iron steak;Pepperkrydret, Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1412.jpg;Mørbradfilet, hel, bit;Tinas Sommer, pr. kg
Beef;92;Dataset/Beef/1442.jpg;Fårefilet chili & hvitløk;Folkets, pr. kg
Beef;92;Dataset/Beef/1702.jpg;Fårefilet chili & hvitløk;Folkets, pr. kg
Beef;92;Dataset/Beef/989.jpg;Karbonadedeig;400 g Folkets, pr. kg 139,75
Beef;92;Dataset/Beef/1255.jpg;Dagens mexicanburger;Folkets, pr. kg 163,33
Beef;92;Dataset/Beef/1256.jpg;Dagens baconburger;Folkets, pr. kg 163,33
Beef;92;Dataset/Beef/1003.jpg;Karbonadedeig;400 g Folkets, pr. kg 139,75
Beef;92;Dataset/Beef/1004.jpg;Kjøttdeig;400 g First Price, pr. kg 88,75
Beef;92;Dataset/Beef/1267.jpg;Dagens burger beefburger, baconburger, sweet chiliburger, mexican burger;Folkets, pr. kg 163,33
Beef;92;Dataset/Beef/775.jpg;Coop megas biffkarbonader;Håndlaget. 100 g. Pr stk Pr kg 100,00.
Beef;92;Dataset/Beef/783.jpg;Gilde kjøttdeig;400 g. Pr pk. Pr kg 75,00. Kronemarked. kronemarked
Beef;92;Dataset/Beef/785.jpg;Coop megas roastbiff;Pr hg. Pr kg 200,00. Kronemarked. kronemarked
Beef;92;Dataset/Beef/872.jpg;Gilde kjøttdeig;KRONEMARKED. KRONEMARKED. 400 g. Pr kg 75,00
Beef;92;Dataset/Beef/873.jpg;Coop megas roastbiff;Pr hg. Pr kg 200,00. K ron ema r k ed. ema r k e d. k ron
Beef;92;Dataset/Beef/895.jpg;Coop megas biffkarbonader;Håndlaget. 100 g. Pr stk Pr kg 100,00.
Beef;92;Dataset/Beef/903.jpg;Gilde kjøttdeig;400 g. Pr pk. Pr kg 75,00. Kronemarked. kronemarked
Beef;92;Dataset/Beef/905.jpg;Coop megas roastbiff;Pr hg. Pr kg 200,00. Kronemarked. kronemarked
Beef;92;Dataset/Beef/210.jpg;Ytrefilet av storfe;Coop Megas. Pr kg. Pr kg skivet 269,00
Beef;92;Dataset/Beef/214.jpg;Gilde kjøttdeig;2. 400 g. Pr kg 75,00. 60
Beef;92;Dataset/Beef/474.jpg;Gilde karbonadedeig;400 g. Pr kg 99,75
Beef;92;Dataset/Beef/476.jpg;Gilde karbonadedeig;400 g. Pr kg 99,75
Beef;92;Dataset/Beef/233.jpg;Gilde kjøttdeig;Storfe. 400 g. Pr kg 75,00
Beef;92;Dataset/Beef/752.jpg;Gilde kjøttdeig;KRONEMARKED. KRONEMARKED. 400 g. Pr kg 75,00
Beef;92;Dataset/Beef/241.jpg;ytrefilet av storfe;Coop Megas. Pr kg. Pr kg skivet 269,00
Beef;92;Dataset/Beef/497.jpg;Coop megas biff stroganoff;Pr hg. Pr kg 149,00.
Beef;92;Dataset/Beef/753.jpg;Coop megas roastbiff;Pr hg. Pr kg 200,00. K ron ema r k ed. ema r k e d. k ron
Beef;92;Dataset/Beef/1576.jpg;Mørbradbiff;ca 120g, av storfe, MENY (249,16/kg)
Beef;92;Dataset/Beef/352.jpg;Fersk hamburger/ baconburger;fra ferskvaredisken
Beef;92;Dataset/Beef/353.jpg;Biff Stroganoff;
Beef;92;Dataset/Beef/366.jpg;Biff Stroganoff;
Beef;92;Dataset/Beef/3997.jpg;Mørbradbiff;ca 120g, av storfe, MENY (249,16/kg)
Beef;92;Dataset/Beef/415.jpg;Fersk hamburger/baconburger;
Beef;92;Dataset/Beef/416.jpg;Kj?ttdeig;
Beef;92;Dataset/Beef/431.jpg;Angusburger;
Beef;92;Dataset/Beef/445.jpg;Nykvernet medisterdeig;pr kg. fra kj?ttdisken
Beef;92;Dataset/Beef/1126.jpg;Coop kjøttdeig;400 g. Pr kg 97,25
Beef;92;Dataset/Beef/467.jpg;Coop kjøttdeig;400 g. Pr kg 97,25
Beef;92;Dataset/Beef/515.jpg;Biff;storfe, 150g Enh.pris 166,00 pr.kg
Beef;92;Dataset/Beef/1829.jpg;Kongeentrecôte;Nordfjord, 400 g, 247,50 pr. kg
Beef;92;Dataset/Beef/1830.jpg;Okse ytrefilet pampas;REMA 1000, 200 g, 345,00 pr. kg
Beef;92;Dataset/Beef/1831.jpg;Okse entrecôte pampas;REMA 1000, 250 g, 276,00 pr. kg
Beef;92;Dataset/Beef/1833.jpg;Thick& juicy big beef;TV 2 hjelper deg 25,05.17. 2-pk, Nordfjord, 360 g, 163,89 pr. kg
Beef;92;Dataset/Beef/1730.jpg;Okse entrecôte pampas;REMA 1000, 250 g, 276,00 pr. kg
Beef;92;Dataset/Beef/1731.jpg;Okse ytrefilet pampas;REMA 1000, 200 g, 345,00 pr. kg
Beef;92;Dataset/Beef/1732.jpg;Kongeentrecôte;Nordfjord, 400 g, 247,50 pr. kg
Beef;92;Dataset/Beef/1733.jpg;Grillmix spesial;PR. KG. Gilde, 299,00 pr. kg
Beef;92;Dataset/Beef/1478.jpg;Baconburger 2-pk;Nordfjord, 300 g, 163,33 pr. kg
Beef;92;Dataset/Beef/1488.jpg;Okse ytrefilet pampas;REMA 1000, 200 g, 345,00 pr. kg
Beef;92;Dataset/Beef/1489.jpg;Okse entrecôte pampas;REMA 1000, 250 g. 276,00 pr. kg
Beef;92;Dataset/Beef/1490.jpg;Konge entrecôte;Nordfjord, 400 g, 247,50 pr. kg
Beef;92;Dataset/Beef/1495.jpg;Baconburger 2-pk;Nordfjord, 300 g, 163,33 pr. kg
Beef;92;Dataset/Beef/1496.jpg;Cheese burger 2-pk;Nordfjord, 300 g, 163,33 pr. kg
Beef;92;Dataset/Beef/1497.jpg;Thick & juicy big beef 2-pk;Nordfjord, 163,89 pr. kg
Beef;92;Dataset/Beef/1499.jpg;King size grill burger 2-pk;Nordfjord, 500 g, 158,00 pr. kg
Beef;92;Dataset/Beef/2912.jpg;Kjøttdeig;
Beef;92;Dataset/Beef/1810.jpg;Svinegrillspyd;med paprika, løk og koriander, 300g, Folkets. 199,67/kg
Beef;92;Dataset/Beef/1812.jpg;Grillspydbiff;marinert, 300g, /kg
Beef;92;Dataset/Beef/2596.jpg;Spekeskinke;delt, røkt/urøkt, pr hg. 100,00/kg
Beef;92;Dataset/Beef/3707.jpg;Flintstek;marinert, pr kg, SPAR
Beef;92;Dataset/Beef/1234.jpg;Løvbiff;Folkets. 124,58/kg
Beef;92;Dataset/Beef/1779.jpg;Mørbradbiff;naturell/marinert, pr kg, SPAR
Pork;93;Dataset/Pork/1869.jpg;Grill perfekt grillspyd;PR PK. Hampshire. Av svin. BBQ-marinert. 300 g Pr kg 239,67
Pork;93;Dataset/Pork/1871.jpg;Grill perfekt grillribbe;PR PK. Av svin. Fryst. 1 kg
Pork;93;Dataset/Pork/650.jpg;Coop jaktbacon;PR PK. 200 g Pr kg 160,00
Pork;93;Dataset/Pork/662.jpg;X-tra bacon med svor;450 g Pr kg 88,67
Pork;93;Dataset/Pork/691.jpg;Gilde svinekoteletter;Pr kg
Pork;93;Dataset/Pork/697.jpg;Gilde svine koteletter;Pr kg
Pork;93;Dataset/Pork/1292.jpg;Indrefilet av svin;Naturell, Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1293.jpg;Ytrefilet av storfe, skiver;Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1294.jpg;Svin nakke;Hel, bit, Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1295.jpg;Entrecote;Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1296.jpg;Nakkefilet av svin;400 g tynne skiver, Tinas Sommer. pr. kg 147,25
Pork;93;Dataset/Pork/1298.jpg;Svinefilet;400 g tynne skiver, Tinas Sommer pr. kg 149,75
Pork;93;Dataset/Pork/1299.jpg;MØRBRAD, SKIVER Tinas Sommer, pr. kg;
Pork;93;Dataset/Pork/1300.jpg;Ytrefilet av svin;500 g bit, Tinas Sommer, pr. kg 109,00
Pork;93;Dataset/Pork/1307.jpg;Nakkekotelett av svin sopp&urter;Folkets, pr. kg
Pork;93;Dataset/Pork/1310.jpg;Bacon;400 g skivet, Gilde, pr. kg 192,25
Pork;93;Dataset/Pork/1569.jpg;Sommerkoteletter;Ferske, First Price, pr. kg
Pork;93;Dataset/Pork/1314.jpg;Nakkekotelett av svin sopp&urter;Folkets, pr. kg
Pork;93;Dataset/Pork/1315.jpg;Bacon;400 g skivet, Gilde, pr. kg 192,25
Pork;93;Dataset/Pork/1318.jpg;Svinekoteletter chili & persille;Folkets, pr. kg
Pork;93;Dataset/Pork/1319.jpg;Sommerkoteletter;Folkets, pr. kg
Pork;93;Dataset/Pork/1322.jpg;Sommerkoteletter;Folkets, pr. kg
Pork;93;Dataset/Pork/1323.jpg;Svinekoteletter chili & persille;Folkets, pr. kg
Pork;93;Dataset/Pork/1326.jpg;Marinert flintstek av svin;Folkets, pr. kg
Pork;93;Dataset/Pork/1327.jpg;Spareribs;Kokt, marinert, First Price, pr. kg
Pork;93;Dataset/Pork/1328.jpg;Marinert flintstek av svin;First Price, pr. kg
Pork;93;Dataset/Pork/1329.jpg;Svinefilet, krydret;500 g BBQ, Gilde, pr. kg 179,80
Pork;93;Dataset/Pork/1330.jpg;Grillribbe svin krydret;First Price, pr. kg. Billig ste. i KIWI
Pork;93;Dataset/Pork/1384.jpg;Dagens chorizoburger av svin;Folkets, pr. kg 130,00
Pork;93;Dataset/Pork/1649.jpg;Ytrefilet av svin;Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1650.jpg;Indrefilet av svin;Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1651.jpg;Svin nakke;Hel, bit, Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1652.jpg;Nakkefilet av svin;400 g tynne skiver, Tinas Sommer pr. kg 147,25
Pork;93;Dataset/Pork/1653.jpg;Svinefilet;400 g tynne skiver, Tinas Sommer pr. kg 149,75
Pork;93;Dataset/Pork/1403.jpg;Indrefilet av svin;Naturell, Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1404.jpg;Ytrefilet av storfe, skiver;Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1405.jpg;Svin nakke;Hel, bit, Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1406.jpg;Entrecote;Tinas Sommer, pr. kg
Pork;93;Dataset/Pork/1407.jpg;Nakkefilet av svin;400 g tynne skiver, Tinas Sommer. pr. kg 147,25
Pork;93;Dataset/Pork/1409.jpg;Svinefilet;400 g tynne skiver, Tinas Sommer pr. kg 149,75
Pork;93;Dataset/Pork/1410.jpg;MØRBRAD, SKIVER Tinas Sommer, pr. kg;
Pork;93;Dataset/Pork/1411.jpg;Ytrefilet av svin;500 g bit, Tinas Sommer, pr. kg 109,00
Pork;93;Dataset/Pork/1418.jpg;Nakkekotelett av svin sopp&urter;Folkets, pr. kg
Pork;93;Dataset/Pork/1421.jpg;Bacon;400 g skivet, Gilde, pr. kg 192,25
Pork;93;Dataset/Pork/1425.jpg;Nakkekotelett av svin sopp&urter;Folkets, pr. kg
Pork;93;Dataset/Pork/1426.jpg;Bacon;400 g skivet, Gilde, pr. kg 192,25
Pork;93;Dataset/Pork/1429.jpg;Svinekoteletter chili & persille;Folkets, pr. kg
Pork;93;Dataset/Pork/1430.jpg;Sommerkoteletter;Folkets, pr. kg
Pork;93;Dataset/Pork/1687.jpg;Svinekoteletter chili & urter;Folkets, pr. kg
Pork;93;Dataset/Pork/1433.jpg;Sommerkoteletter;Folkets, pr. kg
Pork;93;Dataset/Pork/1689.jpg;Sommerkoteletter;Ferske, First Price, pr. kg
Pork;93;Dataset/Pork/1434.jpg;Svinekoteletter chili & persille;Folkets, pr. kg
Pork;93;Dataset/Pork/1437.jpg;Marinert flintstek av svin;Folkets, pr. kg
Pork;93;Dataset/Pork/1438.jpg;Spareribs;Kokt, marinert, First Price, pr. kg
Pork;93;Dataset/Pork/1694.jpg;Sommerkoteletter;Folkets, pr. kg
Pork;93;Dataset/Pork/1439.jpg;Marinert flintstek av svin;First Price, pr. kg
Pork;93;Dataset/Pork/1440.jpg;Svinefilet, krydret;500 g BBQ, Gilde, pr. kg 179,80
Pork;93;Dataset/Pork/1696.jpg;Nakkekotelett av svin sopp & urter;Folkets, pr. kg
Pork;93;Dataset/Pork/1441.jpg;Grillribbe svin krydret;First Price, pr. kg. Billig ste. i KIWI
Pork;93;Dataset/Pork/1697.jpg;Svinefilet, krydret;500 g BBQ, Gilde, pr. kg 179,80
Pork;93;Dataset/Pork/1698.jpg;Marinert flintstek av svin;Folkets, pr. kg
Pork;93;Dataset/Pork/1699.jpg;Marinert flintstek av svin;First Price, pr. kg. Billig ste. i KIWI
Pork;93;Dataset/Pork/1700.jpg;Spareribs;Kokt, marinert, First Price, pr. kg. Billig ste. i KIWI
Pork;93;Dataset/Pork/1701.jpg;Grillribbe svin, krydret;First Price, pr. kg. Billig ste. i KIWI
Pork;93;Dataset/Pork/1002.jpg;Svinestek av bog;Folkets, pr. kg
Pork;93;Dataset/Pork/1005.jpg;Strimlet svinekjøtt;350 g Folkets, pr. kg 58,86
Pork;93;Dataset/Pork/1010.jpg;Sideflesk, salt, i skiver;Folkets, pr. kg
Pork;93;Dataset/Pork/1013.jpg;Salt lammekjøtt;Gilde, pr. kg
Pork;93;Dataset/Pork/1273.jpg;Dagens chorizoburger av svin;Folkets, pr. kg 130,00
Pork;93;Dataset/Pork/3862.jpg;COOP BACON;Uten svor. 2 x 100 g. Pr pk Pr kg 124,50
Pork;93;Dataset/Pork/3868.jpg;GILDE STRIMLET SVINEKJØTT;Av edelgris. 300 g. Pr pk Pr kg 133,00
Pork;93;Dataset/Pork/878.jpg;Coop bacon;Uten svor. 2 x 100 g. Pr pk Pr kg 100,00. K ron ema r k ed. ema r k e d. k ron
Pork;93;Dataset/Pork/885.jpg;Coop bacon;Uten svor. 2 x 100 g. Pr pk. Pr kg 100,00.
Pork;93;Dataset/Pork/477.jpg;Finsbråten favorittbacon;150 g. Pr pk. Pr kg 132,67.
Pork;93;Dataset/Pork/481.jpg;Den stolte hane kyllingfilet;I biter. 600 g. Pr pk. Pr kg 149,83.
Pork;93;Dataset/Pork/483.jpg;Den stolte hane minuttfilet kylling;500 g. Pr pk. Pr kg 159,80.
Pork;93;Dataset/Pork/492.jpg;Coop skinkestek;Ferdigstekt. M/sjy. Pr kg.
Pork;93;Dataset/Pork/758.jpg;Coop bacon;Uten svor. 2 x 100 g. Pr pk Pr kg 100,00. K ron ema r k ed. ema r k e d. k ron
Pork;93;Dataset/Pork/765.jpg;Coop bacon;Uten svor. 2 x 100 g. Pr pk. Pr kg 100,00.
Pork;93;Dataset/Pork/538.jpg;Nakkekoteletter av svin;ord.pris 79,90/kg. fra ferskvaredisken
Pork;93;Dataset/Pork/1578.jpg;Spareribs;ord.pris 179,00/kg. ca 850g, marinert, kokt, Finsbråten
Pork;93;Dataset/Pork/1608.jpg;Ytrefilet av svin;ca 150g, MENY (132,66/kg).
Pork;93;Dataset/Pork/354.jpg;Nakkekoteletter;
Pork;93;Dataset/Pork/3955.jpg;Ytrefilet av svin;ca 150g, MENY (132,66/kg)
Pork;93;Dataset/Pork/411.jpg;Ferske nakkekoteletter;
Pork;93;Dataset/Pork/2971.jpg;Grillribbe av svin;ord.pris 69,90/stk. ord.pris 129,00/kg. ca. 400g (m/krydder 69,90/kg)
Pork;93;Dataset/Pork/2994.jpg;Tulip spareribs;500g, slow cooked (198,00/kg). ord.pris 129,00/pk
Pork;93;Dataset/Pork/2998.jpg;Tulip pulled pork;550g, asian (127,09/kg). ord.pris 85,00/pk
Pork;93;Dataset/Pork/444.jpg;Fersk skinkestek;pr kg. med ben, fra kj?ttdisken
Pork;93;Dataset/Pork/453.jpg;Gilde svinekoteletter;Pr kg
Pork;93;Dataset/Pork/459.jpg;Gilde svine koteletter;Pr kg
Pork;93;Dataset/Pork/563.jpg;Gilde svinekoteletter;Pr kg
Pork;93;Dataset/Pork/565.jpg;Gilde svinekoteletter;Pr kg
Pork;93;Dataset/Pork/1543.jpg;Meatish rå deig;kjøttfritt alternativ. REMA 1000, 400 g, 72,50 pr. kg
Pork;93;Dataset/Pork/1545.jpg;Strimlet svinebiff;REMA 1000, 400 g, 122,50 pr. kg
Pork;93;Dataset/Pork/1828.jpg;Marinert flintstek;PR. KG. Nordfjord, 79,00 pr. kg
Pork;93;Dataset/Pork/1477.jpg;Baby back ribs;PR. KG. Nordfjord, 159,00 pr. kg
Pork;93;Dataset/Pork/1735.jpg;Grillmix;PR. KG. Gilde, 149,00 pr. kg
Pork;93;Dataset/Pork/1736.jpg;Grillmix;PR. KG. Gilde, 199,00 pr. kg
Pork;93;Dataset/Pork/1481.jpg;Urtemarinert svinefilet;Nordfjord, 600g, 165,00 pr. kg
Pork;93;Dataset/Pork/1482.jpg;Bbq grillfilet;bbq marinert, REMA 1000, 800 g, 123,75 pr. kg
Pork;93;Dataset/Pork/1483.jpg;Marinert flintstek;PR. KG. Nordfjord, 79,00 pr. kg
Pork;93;Dataset/Pork/1484.jpg;Krydret grillribbe;Nordfjord, 800 g, 69,88 pr. kg
Pork;93;Dataset/Pork/1486.jpg;Grillfilet av svin;Hvitløksmarinert, REMA 1000, 800 g, 123,75 pr. kg
Pork;93;Dataset/Pork/1487.jpg;Xl big ribs sousvide;PR. KG. Gilde, 219,00 pr. kg
Pork;93;Dataset/Pork/1493.jpg;Texmex burger svin 4-pk;REMA 1000, 400 g, 75,00 pr. kg
Pork;93;Dataset/Pork/2877.jpg;Kløver marinert flintstek/sommerkoteletter;
Pork;93;Dataset/Pork/2883.jpg;Gilde Grillskiver;Lam & Svin
